date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:03:27	173749/173749	---M-Z	200	added ('OK')	text/css	etag:%222a6b5-65fc96b8-b75596af2fd244f;gz%22	https://validthemes.net/site-template/agrica/assets/css/style.css	C:/Users/Administrador/Desktop/UNSCH-2024II/Desarrollo%20Web/LAB03/PaginaProfesional/validthemes.net/site-template/agrica/assets/css/style.css	(from https://validthemes.net/site-template/agrica/index.html)
13:03:27	2017/2017	---M-Z	200	added ('OK')	text/css	etag:%227e1-65fc96b8-4a13c9a776e13cb2;gz%22	https://validthemes.net/site-template/agrica/style.css	C:/Users/Administrador/Desktop/UNSCH-2024II/Desarrollo%20Web/LAB03/PaginaProfesional/validthemes.net/site-template/agrica/style.css	(from https://validthemes.net/site-template/agrica/index.html)
13:03:27	96847/96847	---M--	200	added ('OK')	image/png	etag:%2217a4f-65fc96b8-39ff055e524bac7d;;;%22	https://validthemes.net/site-template/agrica/assets/img/logo-mix.png	C:/Users/Administrador/Desktop/UNSCH-2024II/Desarrollo%20Web/LAB03/PaginaProfesional/validthemes.net/site-template/agrica/assets/img/logo-mix.png	(from https://validthemes.net/site-template/agrica/index.html)
13:03:28	96847/96847	---M--	200	added ('OK')	image/png	etag:%2217a4f-65fc96b8-e951c38f4d2412cc;;;%22	https://validthemes.net/site-template/agrica/assets/img/logo.png	C:/Users/Administrador/Desktop/UNSCH-2024II/Desarrollo%20Web/LAB03/PaginaProfesional/validthemes.net/site-template/agrica/assets/img/logo.png	(from https://validthemes.net/site-template/agrica/index.html)
13:03:28	59709/59709	---M-Z	200	added ('OK')	text/html	etag:%22e93d-66afadf6-3ff1d1d6ac80b6c7;gz%22	https://validthemes.net/site-template/agrica/index-2.html	C:/Users/Administrador/Desktop/UNSCH-2024II/Desarrollo%20Web/LAB03/PaginaProfesional/validthemes.net/site-template/agrica/index-2.html	(from https://validthemes.net/site-template/agrica/index.html)
13:03:28	88865/88865	---M-Z	200	added ('OK')	text/html	etag:%2215b21-66afadfa-65aa47cc3c822859;gz%22	https://validthemes.net/site-template/agrica/index-3.html	C:/Users/Administrador/Desktop/UNSCH-2024II/Desarrollo%20Web/LAB03/PaginaProfesional/validthemes.net/site-template/agrica/index-3.html	(from https://validthemes.net/site-template/agrica/index.html)
13:03:28	61451/61451	---M-Z	200	added ('OK')	text/html	etag:%22f00b-66afadfc-ee8621792ffdd882;gz%22	https://validthemes.net/site-template/agrica/index-4.html	C:/Users/Administrador/Desktop/UNSCH-2024II/Desarrollo%20Web/LAB03/PaginaProfesional/validthemes.net/site-template/agrica/index-4.html	(from https://validthemes.net/site-template/agrica/index.html)
13:03:28	36110/36110	---M-Z	200	added ('OK')	text/html	etag:%228d0e-66afade1-67ba9bad04370f63;gz%22	https://validthemes.net/site-template/agrica/about-us.html	C:/Users/Administrador/Desktop/UNSCH-2024II/Desarrollo%20Web/LAB03/PaginaProfesional/validthemes.net/site-template/agrica/about-us.html	(from https://validthemes.net/site-template/agrica/index.html)
13:03:29	33963/33963	---M-Z	200	added ('OK')	text/html	etag:%2284ab-66afadea-8cdb0bdc55037509;gz%22	https://validthemes.net/site-template/agrica/farmers.html	C:/Users/Administrador/Desktop/UNSCH-2024II/Desarrollo%20Web/LAB03/PaginaProfesional/validthemes.net/site-template/agrica/farmers.html	(from https://validthemes.net/site-template/agrica/index.html)
13:03:29	28454/28454	---M-Z	200	added ('OK')	text/html	etag:%226f26-66afade6-26753035cb80f2ec;gz%22	https://validthemes.net/site-template/agrica/farmer-details.html	C:/Users/Administrador/Desktop/UNSCH-2024II/Desarrollo%20Web/LAB03/PaginaProfesional/validthemes.net/site-template/agrica/farmer-details.html	(from https://validthemes.net/site-template/agrica/index.html)
13:03:29	27288/27288	---M-Z	200	added ('OK')	text/html	etag:%226a98-66afade5-8fff49e41b75dfa9;gz%22	https://validthemes.net/site-template/agrica/contact.html	C:/Users/Administrador/Desktop/UNSCH-2024II/Desarrollo%20Web/LAB03/PaginaProfesional/validthemes.net/site-template/agrica/contact.html	(from https://validthemes.net/site-template/agrica/index.html)
13:03:29	23008/23008	---M-Z	200	added ('OK')	text/html	etag:%2259e0-66afadda-bce43ab2ef78797d;gz%22	https://validthemes.net/site-template/agrica/404.html	C:/Users/Administrador/Desktop/UNSCH-2024II/Desarrollo%20Web/LAB03/PaginaProfesional/validthemes.net/site-template/agrica/404.html	(from https://validthemes.net/site-template/agrica/index.html)
13:03:29	25713/25713	---M-Z	200	added ('OK')	text/html	etag:%226471-66afadfc-7af59966ad50462d;gz%22	https://validthemes.net/site-template/agrica/project.html	C:/Users/Administrador/Desktop/UNSCH-2024II/Desarrollo%20Web/LAB03/PaginaProfesional/validthemes.net/site-template/agrica/project.html	(from https://validthemes.net/site-template/agrica/index.html)
13:03:30	29013/29013	---M-Z	200	added ('OK')	text/html	etag:%227155-66afadfc-66f1445cdab30126;gz%22	https://validthemes.net/site-template/agrica/project-details.html	C:/Users/Administrador/Desktop/UNSCH-2024II/Desarrollo%20Web/LAB03/PaginaProfesional/validthemes.net/site-template/agrica/project-details.html	(from https://validthemes.net/site-template/agrica/index.html)
13:03:30	41734/41734	---M-Z	200	added ('OK')	text/html	etag:%22a306-66afadfd-f521282da0175a89;gz%22	https://validthemes.net/site-template/agrica/services.html	C:/Users/Administrador/Desktop/UNSCH-2024II/Desarrollo%20Web/LAB03/PaginaProfesional/validthemes.net/site-template/agrica/services.html	(from https://validthemes.net/site-template/agrica/index.html)
13:03:30	47275/47275	---M-Z	200	added ('OK')	text/html	etag:%22b8ab-66afadfe-3643109ae0343c44;gz%22	https://validthemes.net/site-template/agrica/services-2.html	C:/Users/Administrador/Desktop/UNSCH-2024II/Desarrollo%20Web/LAB03/PaginaProfesional/validthemes.net/site-template/agrica/services-2.html	(from https://validthemes.net/site-template/agrica/index.html)
13:03:30	31178/31178	---M-Z	200	added ('OK')	text/html	etag:%2279ca-66afadff-2c00f596db62091e;gz%22	https://validthemes.net/site-template/agrica/services-details.html	C:/Users/Administrador/Desktop/UNSCH-2024II/Desarrollo%20Web/LAB03/PaginaProfesional/validthemes.net/site-template/agrica/services-details.html	(from https://validthemes.net/site-template/agrica/index.html)
13:03:30	28487/28487	---M-Z	200	added ('OK')	text/html	etag:%226f47-66afade4-a5e327a2c72bff75;gz%22	https://validthemes.net/site-template/agrica/blog-standard.html	C:/Users/Administrador/Desktop/UNSCH-2024II/Desarrollo%20Web/LAB03/PaginaProfesional/validthemes.net/site-template/agrica/blog-standard.html	(from https://validthemes.net/site-template/agrica/index.html)
13:03:31	39733/39733	---M-Z	200	added ('OK')	text/html	etag:%229b35-66afade6-13302c1d0eea62f3;gz%22	https://validthemes.net/site-template/agrica/blog-with-sidebar.html	C:/Users/Administrador/Desktop/UNSCH-2024II/Desarrollo%20Web/LAB03/PaginaProfesional/validthemes.net/site-template/agrica/blog-with-sidebar.html	(from https://validthemes.net/site-template/agrica/index.html)
13:03:31	29709/29709	---M-Z	200	added ('OK')	text/html	etag:%22740d-66afaddd-9670a1b960abf186;gz%22	https://validthemes.net/site-template/agrica/blog-2-colum.html	C:/Users/Administrador/Desktop/UNSCH-2024II/Desarrollo%20Web/LAB03/PaginaProfesional/validthemes.net/site-template/agrica/blog-2-colum.html	(from https://validthemes.net/site-template/agrica/index.html)
13:03:31	31410/31410	---M-Z	200	added ('OK')	text/html	etag:%227ab2-66afade0-3fa087903f8b0570;gz%22	https://validthemes.net/site-template/agrica/blog-3-colum.html	C:/Users/Administrador/Desktop/UNSCH-2024II/Desarrollo%20Web/LAB03/PaginaProfesional/validthemes.net/site-template/agrica/blog-3-colum.html	(from https://validthemes.net/site-template/agrica/index.html)
13:03:31	35413/35413	---M-Z	200	added ('OK')	text/html	etag:%228a55-66afaddf-91d63992ad3dd45a;gz%22	https://validthemes.net/site-template/agrica/blog-single.html	C:/Users/Administrador/Desktop/UNSCH-2024II/Desarrollo%20Web/LAB03/PaginaProfesional/validthemes.net/site-template/agrica/blog-single.html	(from https://validthemes.net/site-template/agrica/index.html)
13:03:32	46091/46091	---M-Z	200	added ('OK')	text/html	etag:%22b40b-66afade3-123b2afbb6af2fdd;gz%22	https://validthemes.net/site-template/agrica/blog-single-with-sidebar.html	C:/Users/Administrador/Desktop/UNSCH-2024II/Desarrollo%20Web/LAB03/PaginaProfesional/validthemes.net/site-template/agrica/blog-single-with-sidebar.html	(from https://validthemes.net/site-template/agrica/index.html)
13:03:32	51388/51388	---M-Z	200	added ('OK')	text/html	etag:%22c8bc-66afae01-735706505638118f;gz%22	https://validthemes.net/site-template/agrica/shop.html	C:/Users/Administrador/Desktop/UNSCH-2024II/Desarrollo%20Web/LAB03/PaginaProfesional/validthemes.net/site-template/agrica/shop.html	(from https://validthemes.net/site-template/agrica/index.html)
13:03:32	55646/55646	---M-Z	200	added ('OK')	text/html	etag:%22d95e-66afae01-d8b3be8b7ad45eaa;gz%22	https://validthemes.net/site-template/agrica/shop-single.html	C:/Users/Administrador/Desktop/UNSCH-2024II/Desarrollo%20Web/LAB03/PaginaProfesional/validthemes.net/site-template/agrica/shop-single.html	(from https://validthemes.net/site-template/agrica/index.html)
13:03:32	51879/51879	---M-Z	200	added ('OK')	text/html	etag:%22caa7-66afae02-3cc1dc1b3bc514e8;gz%22	https://validthemes.net/site-template/agrica/shop-single-thumb-only.html	C:/Users/Administrador/Desktop/UNSCH-2024II/Desarrollo%20Web/LAB03/PaginaProfesional/validthemes.net/site-template/agrica/shop-single-thumb-only.html	(from https://validthemes.net/site-template/agrica/index.html)
13:03:32	63746/63746	---M--	200	added ('OK')	image/png	etag:%22f902-65fc96b8-e36f599ab3726faf;;;%22	https://validthemes.net/site-template/agrica/assets/img/products/1.png	C:/Users/Administrador/Desktop/UNSCH-2024II/Desarrollo%20Web/LAB03/PaginaProfesional/validthemes.net/site-template/agrica/assets/img/products/1.png	(from https://validthemes.net/site-template/agrica/index.html)
13:03:33	42974/42974	---M--	200	added ('OK')	image/png	etag:%22a7de-65fc96b8-3513daf56d5f359;;;%22	https://validthemes.net/site-template/agrica/assets/img/products/2.png	C:/Users/Administrador/Desktop/UNSCH-2024II/Desarrollo%20Web/LAB03/PaginaProfesional/validthemes.net/site-template/agrica/assets/img/products/2.png	(from https://validthemes.net/site-template/agrica/index.html)
13:03:33	143723/143723	---M--	200	added ('OK')	image/jpeg	etag:%222316b-65fc96b8-6cf8fdc2f8b67992;;;%22	https://validthemes.net/site-template/agrica/assets/img/banner/3.jpg	C:/Users/Administrador/Desktop/UNSCH-2024II/Desarrollo%20Web/LAB03/PaginaProfesional/validthemes.net/site-template/agrica/assets/img/banner/3.jpg	(from https://validthemes.net/site-template/agrica/index.html)
13:03:33	67677/67677	---M--	200	added ('OK')	image/png	etag:%221085d-65fc96b8-56df38d308a5bbd4;;;%22	https://validthemes.net/site-template/agrica/assets/img/shape/2.png	C:/Users/Administrador/Desktop/UNSCH-2024II/Desarrollo%20Web/LAB03/PaginaProfesional/validthemes.net/site-template/agrica/assets/img/shape/2.png	(from https://validthemes.net/site-template/agrica/index.html)
13:03:33	127791/127791	---M--	200	added ('OK')	image/jpeg	etag:%221f32f-65fc96b8-ed2642989e7bd5a;;;%22	https://validthemes.net/site-template/agrica/assets/img/banner/4.jpg	C:/Users/Administrador/Desktop/UNSCH-2024II/Desarrollo%20Web/LAB03/PaginaProfesional/validthemes.net/site-template/agrica/assets/img/banner/4.jpg	(from https://validthemes.net/site-template/agrica/index.html)
13:03:34	107873/107873	---M--	200	added ('OK')	image/jpeg	etag:%221a561-65fc96b8-8bd7af0ceb5cf8ee;;;%22	https://validthemes.net/site-template/agrica/assets/img/about/1.jpg	C:/Users/Administrador/Desktop/UNSCH-2024II/Desarrollo%20Web/LAB03/PaginaProfesional/validthemes.net/site-template/agrica/assets/img/about/1.jpg	(from https://validthemes.net/site-template/agrica/index.html)
13:03:34	35015/35015	---M--	200	added ('OK')	image/png	etag:%2288c7-65fc96b8-a66217a22a45e675;;;%22	https://validthemes.net/site-template/agrica/assets/img/illustration/1.png	C:/Users/Administrador/Desktop/UNSCH-2024II/Desarrollo%20Web/LAB03/PaginaProfesional/validthemes.net/site-template/agrica/assets/img/illustration/1.png	(from https://validthemes.net/site-template/agrica/index.html)
13:03:34	11129/11129	---M--	200	added ('OK')	image/png	etag:%222b79-65fc96b8-a4adac9d29e0039;;;%22	https://validthemes.net/site-template/agrica/assets/img/icon/3.png	C:/Users/Administrador/Desktop/UNSCH-2024II/Desarrollo%20Web/LAB03/PaginaProfesional/validthemes.net/site-template/agrica/assets/img/icon/3.png	(from https://validthemes.net/site-template/agrica/index.html)
13:03:34	7026/7026	---M--	200	added ('OK')	image/png	etag:%221b72-65fc96b8-7f1b2194feb2d04;;;%22	https://validthemes.net/site-template/agrica/assets/img/icon/2.png	C:/Users/Administrador/Desktop/UNSCH-2024II/Desarrollo%20Web/LAB03/PaginaProfesional/validthemes.net/site-template/agrica/assets/img/icon/2.png	(from https://validthemes.net/site-template/agrica/index.html)
13:03:34	62314/62314	---M--	200	added ('OK')	image/png	etag:%22f36a-65fc96b8-a43aee19c7336471;;;%22	https://validthemes.net/site-template/agrica/assets/img/shape/9.png	C:/Users/Administrador/Desktop/UNSCH-2024II/Desarrollo%20Web/LAB03/PaginaProfesional/validthemes.net/site-template/agrica/assets/img/shape/9.png	(from https://validthemes.net/site-template/agrica/index.html)
13:03:35	63232/63232	---M--	200	added ('OK')	image/png	etag:%22f700-65fc96b8-34b2f36e447aa360;;;%22	https://validthemes.net/site-template/agrica/assets/img/illustration/2.png	C:/Users/Administrador/Desktop/UNSCH-2024II/Desarrollo%20Web/LAB03/PaginaProfesional/validthemes.net/site-template/agrica/assets/img/illustration/2.png	(from https://validthemes.net/site-template/agrica/index.html)
13:03:35	147109/147109	---M--	200	added ('OK')	image/png	etag:%2223ea5-65fc96b8-230001125ae24414;;;%22	https://validthemes.net/site-template/agrica/assets/img/illustration/3.png	C:/Users/Administrador/Desktop/UNSCH-2024II/Desarrollo%20Web/LAB03/PaginaProfesional/validthemes.net/site-template/agrica/assets/img/illustration/3.png	(from https://validthemes.net/site-template/agrica/index.html)
13:03:35	33923/33923	---M--	200	added ('OK')	image/png	etag:%228483-65fc96b8-7520791eb21590af;;;%22	https://validthemes.net/site-template/agrica/assets/img/illustration/4.png	C:/Users/Administrador/Desktop/UNSCH-2024II/Desarrollo%20Web/LAB03/PaginaProfesional/validthemes.net/site-template/agrica/assets/img/illustration/4.png	(from https://validthemes.net/site-template/agrica/index.html)
13:03:35	121680/121680	---M--	200	added ('OK')	image/jpeg	etag:%221db50-65fc96b8-a8d94de567acdb61;;;%22	https://validthemes.net/site-template/agrica/assets/img/banner/16.jpg	C:/Users/Administrador/Desktop/UNSCH-2024II/Desarrollo%20Web/LAB03/PaginaProfesional/validthemes.net/site-template/agrica/assets/img/banner/16.jpg	(from https://validthemes.net/site-template/agrica/index.html)
13:03:35	7900/7900	---M--	200	added ('OK')	image/png	etag:%221edc-65fc96b8-83c70daafa88c2e9;;;%22	https://validthemes.net/site-template/agrica/assets/img/shape/10.png	C:/Users/Administrador/Desktop/UNSCH-2024II/Desarrollo%20Web/LAB03/PaginaProfesional/validthemes.net/site-template/agrica/assets/img/shape/10.png	(from https://validthemes.net/site-template/agrica/index.html)
13:03:36	5287/5287	---M--	200	added ('OK')	image/png	etag:%2214a7-65fc96b8-f11af971af7f1138;;;%22	https://validthemes.net/site-template/agrica/assets/img/illustration/8.png	C:/Users/Administrador/Desktop/UNSCH-2024II/Desarrollo%20Web/LAB03/PaginaProfesional/validthemes.net/site-template/agrica/assets/img/illustration/8.png	(from https://validthemes.net/site-template/agrica/index.html)
13:03:36	27331/27331	---M--	200	added ('OK')	image/png	etag:%226ac3-65fc96b8-c4526f01bf082e1a;;;%22	https://validthemes.net/site-template/agrica/assets/img/shape/11.png	C:/Users/Administrador/Desktop/UNSCH-2024II/Desarrollo%20Web/LAB03/PaginaProfesional/validthemes.net/site-template/agrica/assets/img/shape/11.png	(from https://validthemes.net/site-template/agrica/index.html)
13:03:36	51737/51737	---M--	200	added ('OK')	image/jpeg	etag:%22ca19-65fc96b8-a42d08c88868d2ca;;;%22	https://validthemes.net/site-template/agrica/assets/img/banner/17.jpg	C:/Users/Administrador/Desktop/UNSCH-2024II/Desarrollo%20Web/LAB03/PaginaProfesional/validthemes.net/site-template/agrica/assets/img/banner/17.jpg	(from https://validthemes.net/site-template/agrica/index.html)
13:03:36	12114/12114	---M--	200	added ('OK')	image/png	etag:%222f52-65fc96b8-8f117a61ad584b49;;;%22	https://validthemes.net/site-template/agrica/assets/img/icon/9.png	C:/Users/Administrador/Desktop/UNSCH-2024II/Desarrollo%20Web/LAB03/PaginaProfesional/validthemes.net/site-template/agrica/assets/img/icon/9.png	(from https://validthemes.net/site-template/agrica/index.html)
13:03:36	8872/8872	---M--	200	added ('OK')	image/png	etag:%2222a8-65fc96b8-ccc7eea1bc86bf21;;;%22	https://validthemes.net/site-template/agrica/assets/img/icon/10.png	C:/Users/Administrador/Desktop/UNSCH-2024II/Desarrollo%20Web/LAB03/PaginaProfesional/validthemes.net/site-template/agrica/assets/img/icon/10.png	(from https://validthemes.net/site-template/agrica/index.html)
13:03:37	9604/9604	---M--	200	added ('OK')	image/png	etag:%222584-65fc96b8-17602b8f9c6dae42;;;%22	https://validthemes.net/site-template/agrica/assets/img/icon/11.png	C:/Users/Administrador/Desktop/UNSCH-2024II/Desarrollo%20Web/LAB03/PaginaProfesional/validthemes.net/site-template/agrica/assets/img/icon/11.png	(from https://validthemes.net/site-template/agrica/index.html)
13:03:37	8189/8189	---M--	200	added ('OK')	image/png	etag:%221ffd-65fc96b8-7d07739f8997c223;;;%22	https://validthemes.net/site-template/agrica/assets/img/icon/12.png	C:/Users/Administrador/Desktop/UNSCH-2024II/Desarrollo%20Web/LAB03/PaginaProfesional/validthemes.net/site-template/agrica/assets/img/icon/12.png	(from https://validthemes.net/site-template/agrica/index.html)
13:03:37	7119/7119	---M--	200	added ('OK')	image/png	etag:%221bcf-65fc96b8-7f4294e58865cb3e;;;%22	https://validthemes.net/site-template/agrica/assets/img/icon/13.png	C:/Users/Administrador/Desktop/UNSCH-2024II/Desarrollo%20Web/LAB03/PaginaProfesional/validthemes.net/site-template/agrica/assets/img/icon/13.png	(from https://validthemes.net/site-template/agrica/index.html)
13:03:37	6752/6752	---M--	200	added ('OK')	image/png	etag:%221a60-65fc96b8-e4faa11ff7f95a10;;;%22	https://validthemes.net/site-template/agrica/assets/img/icon/14.png	C:/Users/Administrador/Desktop/UNSCH-2024II/Desarrollo%20Web/LAB03/PaginaProfesional/validthemes.net/site-template/agrica/assets/img/icon/14.png	(from https://validthemes.net/site-template/agrica/index.html)
13:03:37	101103/101103	---M--	200	added ('OK')	image/png	etag:%2218aef-65fc96b8-e1e2fa9423c44c2a;;;%22	https://validthemes.net/site-template/agrica/assets/img/shape/13.png	C:/Users/Administrador/Desktop/UNSCH-2024II/Desarrollo%20Web/LAB03/PaginaProfesional/validthemes.net/site-template/agrica/assets/img/shape/13.png	(from https://validthemes.net/site-template/agrica/index.html)
13:03:38	46086/46086	---M--	200	added ('OK')	image/jpeg	etag:%22b406-65fc96b8-443625258cf69c47;;;%22	https://validthemes.net/site-template/agrica/assets/img/farmers/3.jpg	C:/Users/Administrador/Desktop/UNSCH-2024II/Desarrollo%20Web/LAB03/PaginaProfesional/validthemes.net/site-template/agrica/assets/img/farmers/3.jpg	(from https://validthemes.net/site-template/agrica/index.html)
13:03:38	1174/1174	---M--	200	added ('OK')	image/png	etag:%22496-65fc96b8-94181dd1abe3ffbc;;;%22	https://validthemes.net/site-template/agrica/assets/img/shape/quote-big.png	C:/Users/Administrador/Desktop/UNSCH-2024II/Desarrollo%20Web/LAB03/PaginaProfesional/validthemes.net/site-template/agrica/assets/img/shape/quote-big.png	(from https://validthemes.net/site-template/agrica/index.html)
13:03:38	82961/82961	---M--	200	added ('OK')	image/jpeg	etag:%2214411-65fc96b8-1cad2d977b1fa7df;;;%22	https://validthemes.net/site-template/agrica/assets/img/farmers/2.jpg	C:/Users/Administrador/Desktop/UNSCH-2024II/Desarrollo%20Web/LAB03/PaginaProfesional/validthemes.net/site-template/agrica/assets/img/farmers/2.jpg	(from https://validthemes.net/site-template/agrica/index.html)
13:03:38	48354/48354	---M--	200	added ('OK')	image/jpeg	etag:%22bce2-65fc96b8-b69abe0780d4a1ed;;;%22	https://validthemes.net/site-template/agrica/assets/img/farmers/1.jpg	C:/Users/Administrador/Desktop/UNSCH-2024II/Desarrollo%20Web/LAB03/PaginaProfesional/validthemes.net/site-template/agrica/assets/img/farmers/1.jpg	(from https://validthemes.net/site-template/agrica/index.html)
13:03:39	57878/57878	---M--	200	added ('OK')	image/jpeg	etag:%22e216-65fc96b8-2d66e2cab9aec533;;;%22	https://validthemes.net/site-template/agrica/assets/img/projects/1.jpg	C:/Users/Administrador/Desktop/UNSCH-2024II/Desarrollo%20Web/LAB03/PaginaProfesional/validthemes.net/site-template/agrica/assets/img/projects/1.jpg	(from https://validthemes.net/site-template/agrica/index.html)
13:03:39	138639/138639	---M--	200	added ('OK')	image/jpeg	etag:%2221d8f-65fc96b8-3bfc674eb5992346;;;%22	https://validthemes.net/site-template/agrica/assets/img/projects/2.jpg	C:/Users/Administrador/Desktop/UNSCH-2024II/Desarrollo%20Web/LAB03/PaginaProfesional/validthemes.net/site-template/agrica/assets/img/projects/2.jpg	(from https://validthemes.net/site-template/agrica/index.html)
13:03:39	77268/77268	---M--	200	added ('OK')	image/jpeg	etag:%2212dd4-65fc96b8-15293a26c02d3861;;;%22	https://validthemes.net/site-template/agrica/assets/img/projects/3.jpg	C:/Users/Administrador/Desktop/UNSCH-2024II/Desarrollo%20Web/LAB03/PaginaProfesional/validthemes.net/site-template/agrica/assets/img/projects/3.jpg	(from https://validthemes.net/site-template/agrica/index.html)
13:03:39	58515/58515	---M--	200	added ('OK')	image/jpeg	etag:%22e493-65fc96b8-833de290293c3311;;;%22	https://validthemes.net/site-template/agrica/assets/img/projects/4.jpg	C:/Users/Administrador/Desktop/UNSCH-2024II/Desarrollo%20Web/LAB03/PaginaProfesional/validthemes.net/site-template/agrica/assets/img/projects/4.jpg	(from https://validthemes.net/site-template/agrica/index.html)
13:03:40	121129/121129	---M--	200	added ('OK')	image/jpeg	etag:%221d929-65fc96b8-2930918752aee2d2;;;%22	https://validthemes.net/site-template/agrica/assets/img/projects/5.jpg	C:/Users/Administrador/Desktop/UNSCH-2024II/Desarrollo%20Web/LAB03/PaginaProfesional/validthemes.net/site-template/agrica/assets/img/projects/5.jpg	(from https://validthemes.net/site-template/agrica/index.html)
